Date,Dividends
2000-06-02,2.7
2017-05-15,0.48
2003-06-04,1.35
2004-06-02,1.35
2005-06-01,1.35
2006-05-31,1.35
2007-05-30,1.35
2008-05-30,1.5
2011-06-02,1.1
2010-06-28,0.15
2018-05-02,0.53
2019-05-02,0.78
2001-05-23,5.0
2002-05-22,1.15
