Date,Dividends
2005-04-29,1.2
2009-04-28,1.6
2000-06-02,2.59163
2005-05-04,0.75
2007-05-03,1.2
2011-04-29,1.6
2013-04-30,1.6
2015-04-28,1.6
2001-06-08,0.36
2014-05-05,1.6
2001-06-14,1.0
2018-05-02,1.7
2005-01-07,2.48
2003-04-30,0.36
2004-04-29,0.75
2002-05-03,0.36
2008-04-28,1.5
2006-05-03,0.9
2012-04-30,1.6
2010-05-04,1.6
2014-04-29,1.6
2016-04-26,1.6
2000-06-14,1.4
2019-04-30,1.7
2002-06-13,1.0
2017-05-03,1.6
