Date,Dividends
2009-05-20,1.0
2010-05-19,1.5
2007-05-24,3.1
2011-05-20,2.1
2005-05-30,2.0
2008-05-26,3.35
2014-05-20,1.5
2013-05-21,1.5
2015-05-20,1.5
2006-05-31,2.6
2002-07-01,1.2
2002-06-07,1.5
2001-06-11,2.25
2003-06-10,1.65
2012-05-30,1.2
2005-06-08,2.0
2003-06-12,1.2
2007-06-08,0.95
2004-06-11,2.175
2006-06-09,2.5
2017-05-30,2.7
2000-05-26,1.75
2018-05-30,3.02
2016-06-02,2.31
