Date,Dividends
2001-05-04,0.57
2009-05-20,0.5
2017-05-11,1.25
2016-05-13,1.15
2000-05-08,1.57
2002-05-06,0.58
2004-05-07,0.8
2011-05-26,0.6
2012-05-24,0.75
2014-05-22,1.0
2015-05-21,1.1
2018-05-18,1.4
2003-05-12,0.6
2006-05-10,1.45
2005-05-13,1.1
2007-05-11,0.46
2008-06-04,0.5
2013-06-05,0.85
2010-06-09,0.5
