Date,Dividends
2005-04-28,0.61
2008-05-22,1.21
2003-05-07,0.34
2011-04-29,0.69
2001-05-14,2.2
2002-05-14,0.56
2002-05-15,0.92
2012-05-04,0.69
2014-05-02,0.81
2006-05-12,0.88
2008-05-12,3.8
2004-05-17,1.4
2006-05-15,2.4
2018-05-03,1.26
2016-05-06,1.1
2008-04-24,1.2
2015-05-11,0.95
2007-05-21,1.06
2004-05-03,0.38
2000-05-09,2.0
2010-05-03,0.55
2009-05-07,0.4
2003-05-15,1.15
2005-05-13,1.8
2007-05-15,3.1
2019-05-02,1.34
2013-05-09,0.72
2013-05-10,0.72
2017-05-05,1.16
