Date,Dividends
2009-01-28,1.6
2013-01-24,3.0
2002-01-18,1.0
2014-01-29,3.0
2015-01-28,3.3
2016-01-27,3.5
2010-02-08,0.570458
2003-01-24,1.0
2004-01-23,1.1
2017-02-02,3.6
2018-02-01,3.7
2000-02-25,1.0
2001-02-23,1.4
2002-01-29,0.848896
2003-01-29,0.468591
2005-01-28,1.25
2006-01-27,1.35
2007-01-26,1.45
2008-01-25,1.6
2010-01-27,1.6
2011-01-26,2.69999
2012-01-25,3.0
