Date,Dividends
2009-04-23,2.2
2014-05-12,2.8
2016-05-10,2.93
2010-05-20,2.4
2018-05-11,3.03
2000-06-05,0.32
2002-06-03,0.66
2005-11-29,0.28
2016-08-03,0.425
2017-02-02,0.425
2005-06-07,1.2
2007-06-07,1.75
2016-05-04,0.425
2016-11-02,0.425
2018-05-03,0.425
2012-05-10,2.65
2008-05-16,2.07
2011-05-16,2.5
2015-05-11,2.85
2001-06-01,0.44
2004-05-05,0.97
2003-06-02,0.84
2017-05-16,2.96
2004-09-30,0.05
2006-11-29,0.31
2017-08-02,0.425
2006-06-07,1.52
2018-02-05,0.425
2017-05-03,0.425
2013-05-09,2.77
