Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,91.550003,93.150002,90.150002,91.750000,52.281651,757948
2000-01-04,89.750000,90.300003,85.000000,85.949997,48.976662,1799994
2000-01-05,85.000000,85.449997,81.050003,81.900002,46.668869,2222860
2000-01-06,81.699997,82.949997,77.000000,80.500000,45.871105,2263606
2000-01-07,82.199997,84.750000,82.199997,84.000000,47.865498,1487008
2000-01-10,85.949997,85.900002,80.650002,81.000000,46.156017,1868924
2000-01-11,81.050003,81.500000,76.599998,78.400002,44.674473,3643944
2000-01-12,79.000000,83.349998,77.750000,81.500000,46.440933,2638862
2000-01-13,82.000000,83.250000,77.599998,78.750000,44.873905,1661306
2000-01-14,79.849998,80.699997,78.250000,78.250000,44.588993,1558178
2000-01-17,79.750000,83.050003,79.449997,82.550003,47.039249,1789390
2000-01-18,83.300003,83.300003,79.300003,79.300003,45.187317,1607776
2000-01-19,79.300003,80.949997,78.099998,80.750000,46.013554,1365902
2000-01-20,80.750000,82.699997,79.849998,81.699997,46.554890,1697934
2000-01-21,80.050003,82.500000,79.250000,79.949997,45.557693,2260364
2000-01-24,80.000000,81.650002,79.300003,80.000000,45.586182,1863370
2000-01-25,80.000000,80.900002,78.300003,80.500000,45.871105,1756670
2000-01-26,84.400002,85.000000,82.500000,85.000000,48.435310,3164638
2000-01-27,84.349998,85.750000,81.599998,81.849998,46.640373,1863736
2000-01-28,81.599998,83.000000,80.349998,81.449997,46.412441,1150682
2000-01-31,80.000000,82.900002,79.300003,81.449997,46.412441,1396032
2000-02-01,81.500000,81.750000,79.400002,80.000000,45.586182,1565442
2000-02-02,81.000000,82.849998,80.250000,81.750000,46.583378,1269120
2000-02-03,82.900002,82.849998,80.099998,82.300003,46.896782,1576512
2000-02-04,81.750000,83.099998,80.750000,82.750000,47.153217,1611612
2000-02-07,83.750000,83.750000,81.550003,82.000000,46.725845,920794
2000-02-08,82.500000,83.349998,77.800003,77.800003,44.332561,1959082
2000-02-09,78.449997,78.849998,75.099998,75.349998,42.936493,1984750
2000-02-10,75.500000,75.500000,70.800003,71.000000,40.457745,3468828
2000-02-11,72.349998,75.199997,71.599998,75.199997,42.851013,1789878
2000-02-14,75.000000,75.150002,72.349998,73.750000,42.024761,1217348
2000-02-15,74.750000,74.750000,69.750000,70.750000,40.315281,1926844
2000-02-16,70.599998,71.000000,66.250000,69.000000,39.318092,3855116
2000-02-17,68.500000,72.500000,66.349998,70.199997,40.001881,3365962
2000-02-18,71.349998,71.349998,64.550003,64.550003,36.782352,3264364
2000-02-21,65.500000,68.199997,64.900002,65.750000,37.466145,2423676
2000-02-22,66.500000,68.150002,64.500000,65.000000,37.038773,2587872
2000-02-23,67.250000,68.000000,65.750000,66.900002,38.121449,2564994
2000-02-24,68.699997,71.849998,68.599998,69.750000,39.745445,2790324
2000-02-25,71.500000,76.300003,71.400002,76.300003,43.477825,4707810
2000-02-28,78.250000,79.150002,74.099998,75.000000,42.737045,3362946
2000-02-29,80.099998,81.800003,77.250000,78.750000,44.873905,4689362
2000-03-01,79.599998,80.000000,75.050003,75.949997,43.278381,1932456
2000-03-02,76.400002,76.599998,74.050003,75.300003,42.908005,1370632
2000-03-03,76.500000,76.500000,73.250000,74.599998,42.509121,976322
2000-03-06,76.250000,76.800003,72.500000,73.150002,41.682880,1160918
2000-03-07,73.150002,77.500000,73.000000,74.550003,42.480640,1491188
2000-03-08,74.750000,74.849998,71.449997,72.849998,41.511925,1181982
2000-03-09,74.099998,74.199997,71.599998,72.900002,41.540409,919094
2000-03-10,74.000000,75.099998,72.400002,72.650002,41.397961,1307200
2000-03-13,73.800003,74.199997,72.500000,72.750000,41.454937,761934
2000-03-14,73.500000,77.449997,73.250000,76.449997,43.563301,1379714
2000-03-15,74.650002,75.699997,73.199997,75.750000,43.164417,4209284
2000-03-16,77.500000,79.449997,77.199997,79.400002,45.244305,2357944
2000-03-17,79.949997,81.050003,76.599998,78.150002,44.532005,1722668
2000-03-20,78.000000,78.050003,75.750000,76.750000,43.734253,793424
2000-03-21,75.750000,79.599998,75.449997,78.050003,44.475025,1905414
2000-03-22,79.449997,81.500000,78.650002,80.250000,45.728630,1897746
2000-03-23,80.000000,80.849998,77.500000,80.250000,45.728630,1301284
2000-03-24,80.849998,81.099998,77.650002,79.199997,45.130325,1766030
2000-03-27,80.250000,81.250000,78.400002,81.250000,46.298477,1401542
2000-03-28,81.250000,83.099998,81.250000,82.750000,47.153217,1753098
2000-03-29,81.750000,82.500000,79.099998,79.750000,45.443726,2168582
2000-03-30,79.750000,79.750000,74.699997,75.000000,42.737045,2712356
2000-03-31,67.500000,69.349998,66.000000,66.949997,38.149940,9469934
2000-04-03,69.949997,69.949997,64.000000,64.449997,36.725368,4865784
2000-04-04,66.699997,67.650002,65.949997,66.000000,37.608608,3590134
2000-04-05,66.449997,66.449997,62.250000,63.250000,36.041573,4382226
2000-04-06,65.000000,68.250000,64.550003,66.550003,37.922009,2047210
2000-04-07,68.300003,69.250000,65.199997,68.900002,39.261097,1909264
2000-04-10,70.000000,70.750000,66.300003,68.250000,39.405445,1591912
2000-04-11,67.199997,68.250000,65.800003,68.250000,39.405445,1459281
2000-04-12,68.800003,70.300003,68.000000,70.000000,40.415836,2000898
2000-04-13,69.949997,70.699997,67.800003,69.750000,40.271500,1796666
2000-04-14,68.800003,69.699997,66.599998,69.699997,40.242634,1696105
2000-04-17,65.500000,69.500000,65.099998,69.400002,40.069420,1192272
2000-04-18,69.400002,69.650002,67.099998,69.000000,39.838478,1330351
2000-04-19,68.150002,70.500000,66.099998,68.699997,39.665260,1676071
2000-04-20,68.500000,70.000000,67.099998,70.000000,40.415836,811612
2000-04-21,70.000000,70.000000,70.000000,70.000000,40.415836,0
2000-04-24,70.000000,70.000000,70.000000,70.000000,40.415836,0
2000-04-25,70.400002,70.400002,67.400002,69.599998,40.184887,1188649
2000-04-26,69.900002,71.099998,69.099998,70.750000,40.848873,2733014
2000-04-27,71.000000,72.900002,69.949997,70.699997,40.820004,1850896
2000-04-28,71.599998,71.599998,68.199997,71.599998,41.339622,1323789
2000-05-01,71.599998,71.599998,71.599998,71.599998,41.339622,0
2000-05-02,71.599998,71.599998,69.500000,71.199997,41.108692,1043689
2000-05-03,71.150002,71.150002,67.250000,68.300003,39.434322,1657016
2000-05-04,68.900002,68.900002,66.000000,67.300003,38.856945,1505322
2000-05-05,68.349998,69.199997,67.250000,69.099998,39.896206,837433
2000-05-08,69.849998,70.099998,68.000000,69.650002,40.213764,763875
2000-05-09,69.650002,69.650002,65.650002,67.400002,38.914680,1306134
2000-05-10,67.599998,69.949997,65.800003,67.000000,38.683735,2457467
2000-05-11,66.900002,67.300003,65.099998,67.000000,38.683735,1753582
2000-05-12,67.900002,69.800003,67.199997,68.849998,39.751869,1395619
2000-05-15,69.800003,71.099998,68.900002,70.000000,40.415836,1391051
2000-05-16,71.349998,71.500000,69.650002,71.099998,41.050941,2054037
2000-05-17,70.199997,70.800003,69.000000,70.199997,40.531319,1097029
2000-05-18,70.699997,74.949997,69.550003,74.949997,43.273815,3080988
2000-05-19,74.199997,75.500000,72.550003,73.000000,42.147949,1438397
2000-05-22,72.500000,75.500000,71.699997,73.900002,42.667583,1379289
2000-05-23,73.500000,74.699997,71.050003,73.550003,42.465508,1267837
2000-05-24,72.050003,75.500000,72.000000,74.800003,43.187218,2154766
2000-05-25,74.000000,75.599998,72.550003,72.800003,42.032478,1255203
2000-05-26,72.000000,73.000000,70.000000,70.000000,40.415836,1595795
2000-05-29,71.000000,73.849998,71.000000,73.000000,42.147949,2164206
2000-05-30,73.949997,77.000000,72.849998,76.449997,44.139870,1814447
2000-05-31,76.000000,77.400002,74.599998,75.849998,43.793453,1813544
2000-06-01,76.250000,77.349998,73.599998,74.050003,42.754185,965759
2000-06-02,73.050003,77.500000,73.050003,76.849998,44.370823,1259627
2000-06-05,77.000000,79.300003,76.250000,78.599998,45.381218,1242569
2000-06-06,78.599998,79.550003,77.099998,77.849998,44.948189,940603
2000-06-07,78.800003,79.000000,75.500000,76.300003,44.053265,835493
2000-06-08,77.000000,77.300003,73.699997,74.449997,42.985134,1370111
2000-06-09,74.599998,74.750000,72.599998,73.500000,42.436646,1036796
2000-06-12,73.500000,73.500000,73.500000,73.500000,42.436646,0
2000-06-13,74.500000,74.599998,72.849998,73.500000,42.436646,1019318
2000-06-14,73.599998,74.099998,72.250000,73.449997,42.407761,1069741
2000-06-15,74.000000,74.750000,72.599998,74.199997,42.840790,677532
2000-06-16,75.900002,75.900002,72.099998,72.800003,42.032478,952326
2000-06-19,72.800003,74.400002,72.199997,73.699997,42.552109,425154
2000-06-20,74.050003,75.500000,73.699997,75.150002,43.389286,894555
2000-06-21,75.000000,75.699997,73.150002,73.150002,42.234562,838158
2000-06-22,73.199997,74.650002,71.599998,71.599998,41.339622,745994
2000-06-23,72.000000,73.000000,69.550003,73.000000,42.147949,1415422
2000-06-26,73.900002,73.900002,71.800003,73.000000,42.147949,802589
2000-06-27,73.400002,75.000000,71.150002,74.000000,42.725334,758353
2000-06-28,74.000000,77.000000,73.099998,77.000000,44.457424,2308037
2000-06-29,76.949997,77.500000,75.000000,75.000000,43.302689,1590125
2000-06-30,75.000000,75.199997,71.599998,71.599998,41.339622,2064189
2000-07-03,72.800003,74.349998,72.400002,74.349998,42.927406,895693
2000-07-04,74.900002,77.000000,74.000000,76.000000,43.880054,1041609
2000-07-05,76.400002,77.400002,75.300003,77.150002,44.544041,1228555
2000-07-06,76.150002,76.150002,74.250000,74.800003,43.187218,970085
2000-07-07,76.000000,77.500000,75.599998,76.900002,44.399689,1777460
2000-07-10,76.500000,78.000000,76.400002,76.400002,44.111000,747288
2000-07-11,77.500000,77.800003,75.349998,76.199997,43.995533,717497
2000-07-12,76.250000,78.500000,76.050003,78.300003,45.208000,1368084
2000-07-13,78.300003,78.400002,76.000000,77.000000,44.457424,884244
2000-07-14,77.000000,77.000000,77.000000,77.000000,44.457424,0
2000-07-17,78.000000,78.000000,75.000000,76.400002,44.111000,677590
2000-07-18,78.000000,78.000000,75.000000,75.000000,43.302689,996074
2000-07-19,76.300003,76.800003,74.599998,75.099998,43.360420,516093
2000-07-20,76.099998,77.250000,75.050003,77.000000,44.457424,806291
2000-07-21,76.050003,77.000000,75.400002,75.500000,43.591370,802903
2000-07-24,76.050003,76.400002,75.050003,76.150002,43.966663,1073031
2000-07-25,78.000000,78.000000,76.300003,76.500000,44.168743,611406
2000-07-26,77.150002,77.699997,76.250000,77.400002,44.688374,657891
2000-07-27,77.750000,78.400002,76.800003,78.000000,45.034801,1869117
2000-07-28,77.750000,78.500000,76.099998,77.300003,44.630642,1134996
2000-07-31,77.750000,79.500000,76.400002,79.400002,45.843124,1224902
2000-08-01,79.500000,82.849998,79.000000,81.750000,47.199932,2541601
2000-08-02,82.000000,86.099998,81.800003,85.449997,49.336193,3757077
2000-08-03,84.599998,85.449997,82.699997,82.800003,47.806164,1746851
2000-08-04,83.000000,83.500000,81.750000,83.000000,47.921646,738081
2000-08-07,82.150002,83.500000,82.150002,83.500000,48.210331,563382
2000-08-08,82.449997,84.750000,82.449997,82.800003,47.806164,794289
