Date,Dividends
2008-05-20,4.46981
2009-05-20,1.65
2012-06-11,0.65
2017-05-12,1.05
2018-05-11,1.05
2003-06-02,1.05
2002-06-03,1.05
2004-01-22,15.0
2007-06-25,3.6
2008-06-23,3.7
2016-04-27,0.5
2013-05-03,0.76
2011-06-01,0.62
2000-06-14,0.9
2001-06-14,1.0
2004-05-17,1.05
2013-05-31,0.76
2005-05-17,1.3
2015-05-06,0.475
2006-05-17,1.15
2007-05-16,1.45
2008-05-15,3.15
2014-05-09,0.4
2010-07-02,1.05
