Date,Dividends
2008-04-25,0.136
2018-04-16,1.5
2017-04-18,1.35
2003-05-12,0.3
2008-05-30,0.12
2004-05-11,0.4
2006-05-10,0.65
2007-05-11,0.12
2011-06-01,0.22
2009-06-03,0.2
2014-05-29,0.75
2016-05-02,1.3
2005-05-16,0.5
2011-06-03,0.22
2012-06-01,0.45
2013-05-31,0.6
2002-05-22,0.5
2005-04-01,0.4
2012-06-04,0.45
2015-06-01,1.2
