Date,Dividends
2014-05-16,2.55
2001-05-10,3.0
2006-06-01,0.5625
2019-05-20,2.65
2001-06-14,0.48
2004-05-18,4.8
2006-05-16,3.85
2008-05-14,2.25
2010-05-12,2.25
2012-05-11,2.5
2013-05-16,2.5
2002-05-07,3.2
2015-05-18,2.55
2017-05-15,2.6
2000-05-11,2.6
2005-06-01,0.5625
2007-06-01,0.5625
2016-05-23,2.6
2008-06-02,0.5625
2000-06-14,0.375
2005-05-17,3.5
2007-05-15,4.0
2009-05-13,2.25
2011-05-11,2.35
2003-05-21,3.2
2018-05-28,2.65
