Date,Dividends
2008-04-25,1.86
2009-04-24,1.99
2010-04-23,1.66
2012-04-20,3.06
2014-05-14,4.06
2017-05-11,2.06
2006-05-04,1.21
2016-04-22,2.81
2013-04-26,3.56
2019-05-15,4.86
2002-04-17,1.36
2001-06-08,1.26
2011-05-04,2.26
2005-02-16,0.597623
2006-02-15,0.298812
2004-02-18,0.404075
2003-04-25,1.36
2004-04-23,1.11
2005-04-22,1.11
2007-04-20,1.31
2015-05-06,4.86
2000-05-24,0.83
2016-06-23,0.17
2018-05-04,3.96
